[ 2018-07-27T11:40:44+08:00 ] 127.0.0.1 /Home/Orders/getOrdersKline?currency=52&time=kline_1h
INFO: [ app_init ] --START--
INFO: Run Behavior\BuildLiteBehavior [ RunTime:0.000000s ]
INFO: [ app_init ] --END-- [ RunTime:0.001000s ]
INFO: [ app_begin ] --START--
INFO: Run Behavior\ReadHtmlCacheBehavior [ RunTime:0.000000s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000000s ]
NOTIC: [2] preg_match(): Delimiter must not be alphanumeric or backslash D:\WWW\xiao\App\Common\Common\function.php 第 614 行.
NOTIC: [2] preg_match(): Delimiter must not be alphanumeric or backslash D:\WWW\xiao\App\Common\Common\function.php 第 614 行.
SQL: SHOW COLUMNS FROM `blue_config` [ RunTime:0.0150s ]
SQL: SELECT * FROM `blue_config`  [ RunTime:0.0020s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532529644 AND 1532533244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532533244 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532529644 AND 1532533244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532529644 AND 1532533244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532529644 AND 1532533244 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532533244 AND 1532536844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532536844 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532533244 AND 1532536844 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532533244 AND 1532536844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532533244 AND 1532536844 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532536844 AND 1532540444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532540444 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532536844 AND 1532540444 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532536844 AND 1532540444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532536844 AND 1532540444 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532540444 AND 1532544044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532544044 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532540444 AND 1532544044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532540444 AND 1532544044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532540444 AND 1532544044 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532544044 AND 1532547644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532547644 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532544044 AND 1532547644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532544044 AND 1532547644 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532544044 AND 1532547644 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532547644 AND 1532551244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532551244 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532547644 AND 1532551244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532547644 AND 1532551244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532547644 AND 1532551244 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532551244 AND 1532554844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532554844 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532551244 AND 1532554844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532551244 AND 1532554844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532551244 AND 1532554844 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532554844 AND 1532558444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532558444 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532554844 AND 1532558444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532554844 AND 1532558444 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532554844 AND 1532558444 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532558444 AND 1532562044 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532562044 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532558444 AND 1532562044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532558444 AND 1532562044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532558444 AND 1532562044 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532562044 AND 1532565644 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532565644 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532562044 AND 1532565644 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532562044 AND 1532565644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532562044 AND 1532565644 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532565644 AND 1532569244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532569244 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532565644 AND 1532569244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532565644 AND 1532569244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532565644 AND 1532569244 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532569244 AND 1532572844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532572844 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532569244 AND 1532572844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532569244 AND 1532572844 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532569244 AND 1532572844 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532572844 AND 1532576444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532576444 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532572844 AND 1532576444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532572844 AND 1532576444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532572844 AND 1532576444 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532576444 AND 1532580044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532580044 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532576444 AND 1532580044 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532576444 AND 1532580044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532576444 AND 1532580044 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532580044 AND 1532583644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532583644 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532580044 AND 1532583644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532580044 AND 1532583644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532580044 AND 1532583644 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532583644 AND 1532587244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532587244 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532583644 AND 1532587244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532583644 AND 1532587244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532583644 AND 1532587244 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532587244 AND 1532590844 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532590844 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532587244 AND 1532590844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532587244 AND 1532590844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532587244 AND 1532590844 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532590844 AND 1532594444 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532594444 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532590844 AND 1532594444 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532590844 AND 1532594444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532590844 AND 1532594444 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532594444 AND 1532598044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532598044 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532594444 AND 1532598044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532594444 AND 1532598044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532594444 AND 1532598044 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532598044 AND 1532601644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532601644 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532598044 AND 1532601644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532598044 AND 1532601644 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532598044 AND 1532601644 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532601644 AND 1532605244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532605244 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532601644 AND 1532605244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532601644 AND 1532605244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532601644 AND 1532605244 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532605244 AND 1532608844 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532608844 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532605244 AND 1532608844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532605244 AND 1532608844 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532605244 AND 1532608844 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532608844 AND 1532612444 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532612444 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532608844 AND 1532612444 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532608844 AND 1532612444 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532608844 AND 1532612444 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532612444 AND 1532616044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532616044 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532612444 AND 1532616044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532612444 AND 1532616044 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532612444 AND 1532616044 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532616044 AND 1532619644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532619644 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532616044 AND 1532619644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532616044 AND 1532619644 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532616044 AND 1532619644 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532619644 AND 1532623244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` <= 1532623244 ORDER BY add_time desc LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT MAX(price) AS tp_max FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532619644 AND 1532623244 LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT MIN(price) AS tp_min FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532619644 AND 1532623244 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT `price` FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532619644 AND 1532623244 ORDER BY add_time asc LIMIT 1   [ RunTime:0.0000s ]
SQL: SELECT SUM(num) AS tp_sum FROM `blue_trade` WHERE `currency_id` = 52 AND `type` = 'buy' AND `add_time` BETWEEN 1532623244 AND 1532626844 LIMIT 1   [ RunTime:0.0000s ]
